provider,region,network_latency_ms,response_time_ms,availability_percent,resource_utilization_percent
AWS,us-west-2,20,47,99.919,68
AWS,ap-south-1,76,113,99.925,42
AWS,ap-south-1,29,44,99.945,41
AWS,us-west-2,79,100,99.918,55
GCP,asia-south1,30,41,99.913,41
AWS,us-west-2,77,88,99.939,62
GCP,us-east1,58,68,99.936,52
AWS,us-east-1,48,93,99.931,69
GCP,us-east1,60,98,99.901,78
GCP,asia-east1,36,72,99.996,57
AWS,us-west-2,20,33,99.915,54
GCP,asia-east1,80,97,99.942,75
Azure,Central India,18,61,99.907,93
Azure,Australia East,49,63,99.957,47
AWS,us-east-1,72,122,99.975,47
Azure,Southeast Asia,69,111,99.941,93
AWS,us-west-2,69,108,99.978,59
Azure,Central India,20,61,99.957,94
Azure,East US,26,43,99.964,61
Azure,West Europe,57,83,99.928,59
Azure,West Europe,61,89,99.982,90
Azure,Southeast Asia,74,122,99.973,43
Azure,West Europe,74,97,99.998,58
GCP,asia-east1,64,81,99.93,72
GCP,asia-south1,21,71,99.993,76
GCP,europe-west1,68,84,99.91,71
GCP,asia-east1,12,29,99.923,42
Azure,East US,64,78,99.923,90
AWS,ap-south-1,58,104,99.946,89
Azure,Southeast Asia,59,84,99.956,44
AWS,us-east-1,76,93,99.962,41
AWS,us-east-1,46,59,99.922,57
GCP,us-east1,25,64,99.987,64
Azure,Australia East,69,119,99.94,61
Azure,Australia East,55,101,99.937,84
AWS,ap-south-1,45,81,99.92,40
GCP,us-east1,31,50,99.958,44
GCP,europe-west1,51,96,99.917,87
GCP,europe-west1,15,65,99.94,41
AWS,ap-southeast-1,43,92,99.937,83
GCP,asia-south1,32,57,99.937,86
GCP,us-east1,80,101,99.947,72
GCP,us-central1,75,99,99.979,72
Azure,East US,26,63,99.902,56
AWS,eu-west-1,72,115,99.946,57
AWS,ap-south-1,33,43,99.916,58
GCP,us-central1,78,88,99.935,81
Azure,Australia East,44,75,99.904,42
AWS,ap-south-1,49,93,99.943,70
AWS,us-east-1,21,60,99.94,84
AWS,ap-south-1,53,68,99.912,63
GCP,asia-east1,50,81,99.959,48
AWS,us-west-2,48,96,99.961,88
AWS,us-west-2,37,75,99.92,52
Azure,Southeast Asia,41,75,99.927,46
Azure,East US,30,41,99.923,61
Azure,West Europe,69,89,99.936,92
GCP,asia-south1,76,124,99.986,85
GCP,europe-west1,64,104,99.947,68
GCP,asia-south1,80,93,99.903,92
Azure,West Europe,49,90,99.939,49
AWS,us-west-2,18,56,99.991,63
GCP,us-central1,40,82,99.953,95
AWS,us-west-2,13,53,99.947,50
Azure,Central India,50,87,99.964,48
AWS,us-east-1,13,45,99.916,72
GCP,us-east1,77,105,99.96,77
GCP,us-east1,69,101,99.978,54
GCP,europe-west1,47,85,99.929,85
AWS,ap-southeast-1,42,59,99.948,56
AWS,ap-southeast-1,80,125,99.979,50
AWS,us-east-1,22,46,99.922,87
AWS,us-east-1,12,43,99.914,77
GCP,europe-west1,55,79,99.918,71
AWS,eu-west-1,17,63,99.974,46
Azure,Central India,35,83,99.958,52
AWS,ap-southeast-1,68,118,99.963,66
Azure,East US,14,60,99.908,49
GCP,europe-west1,78,91,99.963,69
AWS,us-west-2,23,39,99.981,41
